,speaker,time,text,debate
1186,Joe Biden,00:11:28,"We got 38,000 prisoners [ crosstalk 00:11:30]-",2
1187,Donald Trump,00:11:30,You got nothing done.,2
1188,Joe Biden,00:11:31,"38,000 prisoners were released from federal prison, we have… There were over a thousand people who were given clemency. [inaudible 00:03:38]. In fact, were the ones that put in the legislation saying we could look at pattern and practice of police departments and what they were doing, how they’re conducting themselves. I could go on, but we began the process, we lost an election, that’s why I’m running to win back that election and change his terrible policy.",2
1189,Donald Trump,00:11:57,I just have-,2
1190,Moderator,00:11:57,Your response and then we’re going to move on to climate change.,2
1191,Donald Trump,00:11:58,"… one question, why didn’t you do it in the eight years, a short time ago? Why didn’t you do it? You just said, “I’m going to do that, I’m going to do this.” You put tens of thousands of mostly Black young men in prison, now you’re saying you’re going to get… You’re going to undo that, why didn’t you get it done? You had eight years with Obama. You know why, Joe? Because you’re all talk and no action.",2
1192,Joe Biden,00:12:22,[crosstalk 00:00:12:23].,2
1193,Moderator,00:12:22,"All right, Vice President Biden, and then we’re going to move on to the next section.",2
1194,Joe Biden,00:12:25,"We had a Republican Congress, that’s the answer.",2
1195,Moderator,00:12:31,Okay.,2
1196,Donald Trump,00:12:32,"Well, you got to talk them into it, Joe, sometimes you got to talk them into it.",2
1197,Moderator,00:12:35,We’re going to move on to our next section which is climate change.,2
1198,Donald Trump,00:12:37,"… like I did with criminal justice reform, I had to talk Democrats into it.",2
1199,Joe Biden,00:12:41,You did what we already had done.,2
1200,Moderator,00:12:41,"Gentlemen, we’re running out of time so we got to get onto climate change, please. You both have very different visions on climate change. President Trump, you say that environmental regulations have hurt jobs in the energy sector, Vice President Biden, you have said you see addressing climate change as an opportunity to create new jobs. For each of you, how would you both combat climate change and support job growth at the same time? Starting with you, President Trump, you have two minutes uninterrupted.",2
1201,Donald Trump,00:13:08,"So, we have the trillion trees program, we have so many different programs, I do love the environment, but what I want is that cleanest crystal clear water, the cleanest air. We have the best lowest number in carbon emissions, which is a big standard that I noticed Obama goes with all the time, not Joe, I haven’t heard Joe use the term because I’m not sure he knows what it represents or means, but I have heard Obama use it. And we have the best carbon emission numbers that we’ve had in 35 years under this administration, we are working so well with industry, but here’s what we can’t do. Look at China, how filthy it is, look at Russia, look at India, it’s filthy, the air is filthy. The [Paris Accord 00:00:13:55], I took us out because we were going to have to spend trillions of dollars and we were treated very unfairly.",2
1202,Donald Trump,00:14:03,"When they put us in there, they did us a great disservice, they were going to take away our businesses. I will not sacrifice tens of millions of jobs, thousands and thousands of companies because of the Paris Accord, it was so unfair. China doesn’t kick in until 2030, Russia goes back to a low standard, and we kicked in right away, it would have been… It would have destroyed our businesses. So, you ready? We have done an incredible job environmentally, we have the cleanest air, the cleanest water, and the best carbon emission standards that we’ve seen in many, many years.",2
1203,Moderator,00:14:41,Vice President Biden-,2
1204,Donald Trump,00:14:41,And we haven’t destroyed our industries.,2
1205,Moderator,00:14:44,"Vice President Biden, two minutes to you uninterrupted.",2
1206,Joe Biden,00:14:47,"Climate change, global warming is an existential threat to humanity. We have a moral obligation to deal with it. And we’re told by all the leading scientists in the world we don’t have much time, we’re going to pass the point of no return within the next 8 to 10 years. Four more years of this man eliminating all the regulations that were put in by us to clean up the climate, to clean up… To limit the emissions, will put us in a position where we’re going to be in real trouble. Here’s where we have a great opportunity. I was able to get both all the environmental organizations as well as the labor, the people worried about jobs, to support my climate plan.",2
1207,Joe Biden,00:15:32,"Because what it does, it will create millions of new good paying jobs, we’re going to invest in, for example, 500,000… Excuse me, 50,000 charging stations on our highways so that we can own the electric car market of the future. In the meantime, China is doing that. We’re going to be in a position where we’re going to see to it that we’re going to take 4 million existing buildings and 2 million existing homes and retrofit them so they don’t leak as much energy, saving hundreds of millions of barrels of…",2
1208,Joe Biden,00:16:03,"So they don’t leak as much energy saving hundreds of millions of barrels of oil in the process and creating significant number of jobs. By the way, the whole idea of what this is all going to do, it’s going to create millions of jobs and it’s going to clean the environment. Our health and our jobs are at stake. That’s what’s happening and what right now, by the way, Wall Street firms indicated that my plan, my plan will in fact, create 18.6 million jobs, 7 million more than his. This is from Wall Street and I’ll create $1 trillion more in economic growth than his proposal does. Not on climate, just on economy.",2
